ticket_id,order_id,customer_id,ticket_date,issue_category,issue_description,priority,ticket_status,resolution_days,customer_satisfaction_score,predicted_issue_category,predicted_priority,category_match,priority_match
TICK00188,ORD00438,CUST0338,2024-11-06,App/Website,Product page is not loading properly,Medium,Closed,5.0,5.0,Product,Low,False,False
TICK00189,ORD01301,CUST0742,2024-08-19,Product,Wrong product was delivered,Medium,Closed,5.0,2.0,Product,Low,True,False
TICK00190,ORD01590,CUST0459,2024-08-07,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,2.0,4.0,Delivery,Low,True,True
TICK00191,ORD02243,CUST0446,2024-04-01,Payment,Cash on Delivery option is not available,Low,Closed,8.0,4.0,Delivery,Low,False,True
TICK00192,ORD00993,CUST0338,2024-11-30,App/Website,App is crashing during checkout,Medium,Closed,2.0,5.0,Payment,Low,False,False
TICK00193,ORD02265,CUST0328,2024-09-09,Payment,Unable to complete payment using UPI,High,Open,,,Payment,Low,True,False
TICK00194,ORD01843,CUST0202,2024-07-07,Product,Product is not working properly,Medium,Closed,4.0,1.0,Product,Low,True,False
TICK00195,ORD00116,CUST0721,2024-10-27,Return,Return process is taking too much time,Medium,Closed,1.0,5.0,Return,Medium,True,True
TICK00196,ORD00751,CUST0398,2024-12-09,Return,Return process is taking too much time,High,Closed,2.0,1.0,Return,Medium,True,False
TICK00197,ORD01981,CUST0544,2024-10-02,App/Website,Product page is not loading properly,Medium,Open,,,Product,Low,False,False
TICK00198,ORD02133,CUST0350,2024-05-09,Return,I am unable to schedule return pickup,Medium,Closed,8.0,4.0,Return,Medium,True,True
TICK00199,ORD01367,CUST0499,2024-06-01,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,8.0,1.0,Delivery,Low,True,True
TICK00200,ORD00920,CUST0457,2024-03-12,Refund,Refund amount is incorrect,Low,Open,,,Refund,Low,True,True
TICK00201,ORD02307,CUST0190,2024-03-03,Refund,Refund amount is incorrect,Medium,Open,,,Refund,Low,True,False
TICK00202,ORD02281,CUST0290,2024-06-27,Return,Return process is taking too much time,Low,Closed,4.0,4.0,Return,Medium,True,False
TICK00203,ORD00638,CUST0535,2024-04-18,Refund,Refund status is not updated,Medium,Closed,6.0,4.0,Refund,Low,True,False
TICK00204,ORD00458,CUST0657,2024-04-11,App/Website,App is crashing during checkout,Low,Closed,5.0,2.0,Payment,Low,False,True
TICK00205,ORD01183,CUST0144,2024-03-10,App/Website,App is crashing during checkout,Low,Closed,6.0,2.0,Payment,Low,False,True
TICK00206,ORD00699,CUST0202,2024-04-02,App/Website,Coupon code is not applying,Low,Escalated,8.0,,App/Website,Low,True,True
TICK00207,ORD01271,CUST0106,2024-11-05,Payment,Unable to complete payment using UPI,Medium,Closed,8.0,4.0,Payment,Low,True,False
TICK00208,ORD00346,CUST0034,2024-12-12,App/Website,Unable to login to my account,High,Closed,9.0,5.0,App/Website,Low,True,False
TICK00209,ORD00913,CUST0330,2024-01-21,Product,Product quality is not good compared to description,High,Escalated,7.0,,Product,Low,True,False
TICK00210,ORD01938,CUST0087,2024-12-06,Product,Received damaged product and box was opened,High,Closed,9.0,1.0,Product,High,True,True
TICK00211,ORD00424,CUST0327,2024-02-09,Return,Return process is taking too much time,Medium,Closed,9.0,2.0,Return,Medium,True,True
TICK00212,ORD01964,CUST0050,2024-04-23,Product,Product is not working properly,Low,Open,,,Product,Low,True,True
TICK00213,ORD00989,CUST0674,2024-12-11,Payment,Unable to complete payment using UPI,Low,Open,,,Payment,Low,True,True
TICK00214,ORD00011,CUST0299,2024-08-21,Product,Received damaged product and box was opened,Medium,Closed,9.0,3.0,Product,High,True,False
TICK00215,ORD01746,CUST0374,2024-03-06,Refund,Refund not received even after return pickup,Low,Escalated,2.0,,Refund,High,True,False
TICK00216,ORD00788,CUST0567,2024-04-04,Return,I am unable to schedule return pickup,High,Closed,6.0,1.0,Return,Medium,True,False
TICK00217,ORD00145,CUST0136,2024-11-17,Product,Product quality is not good compared to description,Medium,Closed,2.0,4.0,Product,Low,True,False
TICK00218,ORD02168,CUST0412,2024-10-28,Refund,Refund is delayed for more than one week,Medium,Closed,8.0,5.0,Refund,Medium,True,True
TICK00219,ORD02446,CUST0072,2024-05-23,Product,Product quality is not good compared to description,Medium,Open,,,Product,Low,True,False
TICK00220,ORD02174,CUST0315,2024-02-07,Product,Received damaged product and box was opened,Medium,Closed,1.0,2.0,Product,High,True,False
TICK00221,ORD00884,CUST0724,2024-11-01,Return,Return request is not getting approved,Low,Closed,7.0,5.0,Return,Medium,True,False
TICK00222,ORD02327,CUST0024,2025-01-04,Refund,Refund amount is incorrect,Low,Closed,2.0,4.0,Refund,Low,True,True
TICK00223,ORD01672,CUST0379,2024-01-25,Payment,Unable to complete payment using UPI,Low,Closed,3.0,5.0,Payment,Low,True,True
TICK00224,ORD01069,CUST0722,2024-08-21,Return,Return pickup has not been completed,Low,Open,,,Return,Medium,True,False
TICK00225,ORD02056,CUST0176,2024-01-15,Payment,Unable to complete payment using UPI,Medium,Escalated,2.0,,Payment,Low,True,False
TICK00226,ORD00837,CUST0069,2024-04-27,Return,Return pickup has not been completed,Medium,Open,,,Return,Medium,True,True
TICK00227,ORD01742,CUST0498,2024-12-03,App/Website,Coupon code is not applying,Low,Open,,,App/Website,Low,True,True
TICK00228,ORD02114,CUST0160,2024-03-27,Payment,Cash on Delivery option is not available,High,Escalated,6.0,,Delivery,Low,False,False
TICK00229,ORD00507,CUST0644,2024-05-28,Return,Return process is taking too much time,Low,Closed,3.0,2.0,Return,Medium,True,False
TICK00230,ORD01735,CUST0185,2024-08-14,Product,Received damaged product and box was opened,Medium,Closed,6.0,3.0,Product,High,True,False
TICK00231,ORD01815,CUST0073,2024-08-10,Payment,Cash on Delivery option is not available,Low,Open,,,Delivery,Low,False,True
TICK00232,ORD00664,CUST0523,2024-05-29,Product,Received damaged product and box was opened,Medium,Closed,6.0,1.0,Product,High,True,False
TICK00233,ORD00815,CUST0140,2024-06-30,Delivery,Order was delivered very late,High,Open,,,Delivery,Medium,True,False
TICK00234,ORD02195,CUST0565,2024-01-30,Return,Return request is not getting approved,Low,Closed,8.0,5.0,Return,Medium,True,False
TICK00235,ORD01617,CUST0256,2024-02-19,Delivery,Package tracking is not updating properly,Low,Open,,,Other,Low,False,True
TICK00236,ORD01744,CUST0760,2024-11-24,Refund,Refund amount is incorrect,Low,Closed,3.0,3.0,Refund,Low,True,True
TICK00237,ORD01377,CUST0319,2024-04-11,App/Website,Product page is not loading properly,Medium,Open,,,Product,Low,False,False
TICK00238,ORD01695,CUST0364,2024-10-30,Product,Received damaged product and box was opened,High,Closed,8.0,5.0,Product,High,True,True
TICK00239,ORD00189,CUST0581,2024-10-10,App/Website,App is crashing during checkout,High,Closed,5.0,5.0,Payment,Low,False,False
TICK00240,ORD01635,CUST0474,2024-05-01,Product,Product is not working properly,Medium,Closed,3.0,5.0,Product,Low,True,False
TICK00241,ORD01945,CUST0685,2024-04-07,Return,Return process is taking too much time,Medium,Closed,2.0,1.0,Return,Medium,True,True
TICK00242,ORD01970,CUST0787,2024-09-28,Delivery,Order was delivered very late,Low,Closed,3.0,5.0,Delivery,Medium,True,False
TICK00243,ORD01522,CUST0276,2024-04-22,Payment,Unable to complete payment using UPI,Low,Open,,,Payment,Low,True,True
TICK00244,ORD01434,CUST0035,2024-03-24,Delivery,My order is delayed and I have not received any update,Low,Open,,,Delivery,Medium,True,False
TICK00245,ORD01458,CUST0494,2024-01-28,Product,Product quality is not good compared to description,Low,Closed,1.0,4.0,Product,Low,True,True
TICK00246,ORD01839,CUST0497,2024-11-29,Payment,Payment status is showing pending,Low,Closed,5.0,2.0,Payment,Low,True,True
TICK00247,ORD00998,CUST0586,2024-05-25,Return,Return process is taking too much time,High,Open,,,Return,Medium,True,False
TICK00248,ORD01340,CUST0004,2024-02-27,Return,Return process is taking too much time,High,Closed,7.0,2.0,Return,Medium,True,False
TICK00249,ORD01191,CUST0409,2024-02-08,Refund,Refund is delayed for more than one week,Low,Open,,,Refund,Medium,True,False
TICK00250,ORD00412,CUST0345,2024-05-30,Delivery,Package tracking is not updating properly,Low,Closed,6.0,5.0,Other,Low,False,True
TICK00251,ORD00013,CUST0056,2024-12-26,Refund,Refund not received even after return pickup,Low,Open,,,Refund,High,True,False
TICK00252,ORD01305,CUST0705,2024-11-17,Product,Product quality is not good compared to description,Low,Open,,,Product,Low,True,True
TICK00253,ORD02360,CUST0111,2024-09-22,App/Website,Unable to login to my account,Medium,Closed,2.0,4.0,App/Website,Low,True,False
TICK00254,ORD01972,CUST0468,2024-12-06,Return,Return request is not getting approved,Medium,Escalated,1.0,,Return,Medium,True,True
TICK00255,ORD00536,CUST0192,2024-04-30,Delivery,Delivery partner did not call before marking delivery failed,High,Escalated,8.0,,Delivery,Low,True,False
TICK00256,ORD01450,CUST0752,2024-06-21,Return,Return pickup has not been completed,Low,Closed,1.0,1.0,Return,Medium,True,False
TICK00257,ORD00049,CUST0121,2024-04-27,Delivery,Delivery partner did not call before marking delivery failed,High,Closed,3.0,4.0,Delivery,Low,True,False
TICK00258,ORD01203,CUST0651,2024-04-14,Delivery,Package tracking is not updating properly,Medium,Closed,3.0,2.0,Other,Low,False,False
TICK00259,ORD00161,CUST0277,2024-05-17,Delivery,Order was delivered very late,Low,Open,,,Delivery,Medium,True,False
TICK00260,ORD00733,CUST0011,2024-02-12,Refund,Refund is delayed for more than one week,Medium,Closed,7.0,1.0,Refund,Medium,True,True
TICK00261,ORD01345,CUST0175,2024-12-19,App/Website,Coupon code is not applying,High,Escalated,5.0,,App/Website,Low,True,False
TICK00262,ORD02184,CUST0504,2024-12-18,Refund,Refund not received even after return pickup,Medium,Closed,8.0,1.0,Refund,High,True,False
TICK00263,ORD02057,CUST0666,2024-02-11,Payment,Unable to complete payment using UPI,High,Escalated,1.0,,Payment,Low,True,False
TICK00264,ORD00265,CUST0553,2024-02-29,Refund,Refund not received even after return pickup,Low,Closed,4.0,1.0,Refund,High,True,False
TICK00265,ORD00106,CUST0100,2024-08-21,Payment,Payment failed but amount was deducted,Medium,Escalated,7.0,,Payment,High,True,False
TICK00266,ORD02215,CUST0295,2024-12-20,Product,Product is not working properly,Low,Closed,5.0,4.0,Product,Low,True,True
TICK00267,ORD01312,CUST0085,2024-07-06,Payment,Unable to complete payment using UPI,Low,Closed,5.0,5.0,Payment,Low,True,True
TICK00268,ORD02426,CUST0645,2024-05-20,Return,Return request is not getting approved,Low,Closed,5.0,2.0,Return,Medium,True,False
TICK00269,ORD02166,CUST0025,2024-12-28,Refund,Refund amount is incorrect,High,Closed,7.0,5.0,Refund,Low,True,False
TICK00270,ORD01834,CUST0653,2024-05-08,App/Website,Unable to login to my account,Medium,Closed,2.0,4.0,App/Website,Low,True,False
TICK00271,ORD00620,CUST0419,2024-02-28,Refund,Refund status is not updated,Medium,Open,,,Refund,Low,True,False
TICK00272,ORD00866,CUST0086,2024-06-15,Delivery,My order is delayed and I have not received any update,Low,Closed,2.0,4.0,Delivery,Medium,True,False
TICK00273,ORD01404,CUST0632,2024-03-13,Refund,Refund status is not updated,Low,Open,,,Refund,Low,True,True
TICK00274,ORD01985,CUST0625,2024-08-18,App/Website,Coupon code is not applying,High,Closed,8.0,1.0,App/Website,Low,True,False
TICK00275,ORD02435,CUST0613,2024-11-28,Return,Return process is taking too much time,Medium,Closed,6.0,1.0,Return,Medium,True,True
TICK00276,ORD01196,CUST0067,2024-06-23,Refund,Refund is delayed for more than one week,Low,Escalated,5.0,,Refund,Medium,True,False
TICK00277,ORD01474,CUST0081,2024-04-19,Payment,Payment failed but amount was deducted,Medium,Closed,8.0,1.0,Payment,High,True,False
TICK00278,ORD01936,CUST0103,2024-07-06,App/Website,App is crashing during checkout,Medium,Open,,,Payment,Low,False,False
TICK00279,ORD00611,CUST0084,2024-02-25,Product,Wrong product was delivered,Medium,Closed,3.0,4.0,Product,Low,True,False
TICK00280,ORD00191,CUST0548,2024-07-01,Payment,Payment failed but amount was deducted,Low,Open,,,Payment,High,True,False
TICK00281,ORD02157,CUST0398,2024-09-06,Return,Return pickup has not been completed,Medium,Closed,5.0,2.0,Return,Medium,True,True
TICK00282,ORD00088,CUST0365,2024-06-15,Return,Return pickup has not been completed,Medium,Open,,,Return,Medium,True,True
TICK00283,ORD00627,CUST0428,2024-09-10,Delivery,Order was delivered very late,Medium,Escalated,4.0,,Delivery,Medium,True,True
TICK00284,ORD01181,CUST0092,2024-02-16,Refund,Refund status is not updated,Medium,Closed,4.0,5.0,Refund,Low,True,False
TICK00285,ORD00468,CUST0474,2024-04-18,Return,Return pickup has not been completed,Medium,Closed,6.0,3.0,Return,Medium,True,True
TICK00286,ORD00068,CUST0095,2024-08-28,Return,I am unable to schedule return pickup,Low,Open,,,Return,Medium,True,False
TICK00287,ORD01173,CUST0529,2024-11-08,Return,Return pickup has not been completed,Low,Closed,8.0,3.0,Return,Medium,True,False
TICK00288,ORD00351,CUST0765,2024-06-03,App/Website,Product page is not loading properly,Medium,Open,,,Product,Low,False,False
TICK00289,ORD01515,CUST0624,2024-04-27,Return,I am unable to schedule return pickup,Low,Closed,6.0,3.0,Return,Medium,True,False
TICK00290,ORD00243,CUST0567,2024-04-29,Return,Return pickup has not been completed,Medium,Closed,8.0,4.0,Return,Medium,True,True
TICK00291,ORD01913,CUST0187,2024-12-04,Return,Return request is not getting approved,Medium,Closed,3.0,2.0,Return,Medium,True,True
TICK00292,ORD02462,CUST0394,2024-11-20,Refund,Refund is delayed for more than one week,High,Closed,1.0,5.0,Refund,Medium,True,False
TICK00293,ORD01003,CUST0388,2024-10-23,Delivery,Order was delivered very late,Low,Escalated,6.0,,Delivery,Medium,True,False
TICK00294,ORD00479,CUST0011,2024-09-01,Payment,Unable to complete payment using UPI,Low,Escalated,8.0,,Payment,Low,True,True
TICK00295,ORD01664,CUST0453,2024-07-04,App/Website,App is crashing during checkout,High,Closed,2.0,2.0,Payment,Low,False,False
TICK00296,ORD01553,CUST0450,2024-05-04,Refund,Refund status is not updated,Medium,Closed,5.0,4.0,Refund,Low,True,False
TICK00297,ORD00057,CUST0140,2024-09-15,Payment,Payment failed but amount was deducted,Medium,Escalated,9.0,,Payment,High,True,False
TICK00298,ORD02143,CUST0701,2024-05-02,Delivery,Order was delivered very late,Medium,Open,,,Delivery,Medium,True,True
TICK00299,ORD00487,CUST0516,2024-09-10,Product,Product quality is not good compared to description,Medium,Closed,1.0,5.0,Product,Low,True,False
TICK00300,ORD01754,CUST0274,2024-04-07,Product,Received damaged product and box was opened,Medium,Closed,2.0,4.0,Product,High,True,False
TICK00301,ORD00470,CUST0092,2024-07-08,App/Website,App is crashing during checkout,Medium,Closed,4.0,4.0,Payment,Low,False,False
TICK00302,ORD00353,CUST0584,2024-02-10,Product,Product quality is not good compared to description,High,Closed,2.0,3.0,Product,Low,True,False
TICK00303,ORD01407,CUST0492,2024-06-05,Return,Return request is not getting approved,High,Closed,7.0,4.0,Return,Medium,True,False
TICK00304,ORD01503,CUST0671,2024-01-27,Payment,Cash on Delivery option is not available,High,Escalated,9.0,,Delivery,Low,False,False
TICK00305,ORD01567,CUST0723,2024-09-27,App/Website,Unable to login to my account,Low,Escalated,3.0,,App/Website,Low,True,True
TICK00306,ORD01789,CUST0385,2024-10-16,Product,Received damaged product and box was opened,Low,Closed,3.0,1.0,Product,High,True,False
TICK00307,ORD00366,CUST0696,2024-07-13,Product,Product is not working properly,High,Closed,9.0,1.0,Product,Low,True,False
TICK00308,ORD00947,CUST0074,2024-10-02,Payment,Cash on Delivery option is not available,Low,Closed,8.0,2.0,Delivery,Low,False,True
TICK00309,ORD01166,CUST0513,2024-04-23,Delivery,My order is delayed and I have not received any update,Medium,Escalated,5.0,,Delivery,Medium,True,True
TICK00310,ORD00069,CUST0513,2024-03-20,Delivery,Package tracking is not updating properly,Medium,Closed,6.0,5.0,Other,Low,False,False
TICK00311,ORD01129,CUST0362,2024-06-17,Payment,Payment status is showing pending,High,Escalated,4.0,,Payment,Low,True,False
TICK00312,ORD01805,CUST0094,2024-07-21,Delivery,Order was delivered very late,Low,Closed,4.0,3.0,Delivery,Medium,True,False
TICK00313,ORD01460,CUST0142,2024-03-12,Delivery,Order was delivered very late,Medium,Closed,8.0,1.0,Delivery,Medium,True,True
TICK00314,ORD00185,CUST0338,2024-07-29,Refund,Refund not received even after return pickup,High,Closed,8.0,3.0,Refund,High,True,True
TICK00315,ORD00173,CUST0677,2024-02-13,Refund,Refund is delayed for more than one week,Medium,Closed,1.0,3.0,Refund,Medium,True,True
TICK00316,ORD00170,CUST0654,2024-03-08,Delivery,My order is delayed and I have not received any update,Medium,Open,,,Delivery,Medium,True,True
TICK00317,ORD01278,CUST0031,2024-03-13,Product,Product quality is not good compared to description,Medium,Closed,2.0,2.0,Product,Low,True,False
TICK00318,ORD01376,CUST0409,2024-03-04,App/Website,App is crashing during checkout,Low,Escalated,1.0,,Payment,Low,False,True
TICK00319,ORD01233,CUST0661,2025-01-04,Payment,Unable to complete payment using UPI,High,Closed,8.0,3.0,Payment,Low,True,False
TICK00320,ORD00139,CUST0362,2024-06-03,Return,Return process is taking too much time,High,Closed,1.0,5.0,Return,Medium,True,False
TICK00321,ORD00565,CUST0495,2024-03-15,Product,Wrong product was delivered,Low,Closed,9.0,2.0,Product,Low,True,True
TICK00322,ORD00533,CUST0403,2024-02-01,Delivery,Package tracking is not updating properly,Low,Closed,3.0,1.0,Other,Low,False,True
TICK00323,ORD01957,CUST0585,2024-04-13,App/Website,App is crashing during checkout,High,Closed,6.0,3.0,Payment,Low,False,False
TICK00324,ORD00095,CUST0116,2024-07-02,Delivery,Order was delivered very late,Low,Closed,2.0,1.0,Delivery,Medium,True,False
TICK00325,ORD02206,CUST0078,2024-01-14,Payment,Unable to complete payment using UPI,Medium,Closed,6.0,1.0,Payment,Low,True,False
TICK00326,ORD00153,CUST0592,2024-06-29,Delivery,Package tracking is not updating properly,High,Closed,2.0,5.0,Other,Low,False,False
TICK00327,ORD01575,CUST0390,2024-11-28,Delivery,Delivery partner did not call before marking delivery failed,Low,Closed,5.0,1.0,Delivery,Low,True,True
TICK00328,ORD02294,CUST0775,2024-12-02,Delivery,Package tracking is not updating properly,High,Open,,,Other,Low,False,False
TICK00329,ORD01261,CUST0183,2024-12-04,App/Website,Unable to login to my account,High,Closed,6.0,1.0,App/Website,Low,True,False
TICK00330,ORD00992,CUST0128,2024-10-09,Return,I am unable to schedule return pickup,Medium,Closed,4.0,2.0,Return,Medium,True,True
TICK00331,ORD02495,CUST0728,2024-03-09,Return,Return process is taking too much time,Medium,Closed,7.0,5.0,Return,Medium,True,True
TICK00332,ORD01791,CUST0114,2024-10-23,Return,Return request is not getting approved,Medium,Closed,4.0,1.0,Return,Medium,True,True
TICK00333,ORD01427,CUST0768,2024-02-13,App/Website,App is crashing during checkout,Low,Open,,,Payment,Low,False,True
TICK00334,ORD02074,CUST0189,2024-05-14,Return,Return pickup has not been completed,Low,Open,,,Return,Medium,True,False
TICK00335,ORD00167,CUST0457,2024-06-30,Return,I am unable to schedule return pickup,Low,Closed,2.0,2.0,Return,Medium,True,False
TICK00336,ORD00923,CUST0785,2024-06-02,Product,Product quality is not good compared to description,Medium,Closed,3.0,3.0,Product,Low,True,False
TICK00337,ORD01613,CUST0230,2024-10-26,Payment,Cash on Delivery option is not available,High,Closed,5.0,2.0,Delivery,Low,False,False
TICK00338,ORD00865,CUST0494,2024-01-15,Refund,Refund amount is incorrect,High,Closed,4.0,1.0,Refund,Low,True,False
TICK00339,ORD00892,CUST0181,2024-07-16,App/Website,Product page is not loading properly,Medium,Closed,5.0,3.0,Product,Low,False,False
TICK00340,ORD02432,CUST0703,2024-07-17,Payment,Unable to complete payment using UPI,Low,Open,,,Payment,Low,True,True
TICK00341,ORD01200,CUST0793,2024-07-18,Delivery,My order is delayed and I have not received any update,Low,Open,,,Delivery,Medium,True,False
TICK00342,ORD01996,CUST0455,2024-03-21,Payment,Payment status is showing pending,Medium,Closed,7.0,2.0,Payment,Low,True,False
TICK00343,ORD00574,CUST0052,2024-08-25,App/Website,Unable to login to my account,Low,Open,,,App/Website,Low,True,True
TICK00344,ORD02355,CUST0750,2024-07-23,Product,Received damaged product and box was opened,Medium,Open,,,Product,High,True,False
TICK00345,ORD02368,CUST0635,2024-11-06,App/Website,Product page is not loading properly,Medium,Closed,2.0,5.0,Product,Low,False,False
TICK00346,ORD01487,CUST0754,2024-02-12,Delivery,Delivery partner did not call before marking delivery failed,Low,Open,,,Delivery,Low,True,True
TICK00347,ORD02233,CUST0477,2024-08-25,Return,Return process is taking too much time,Low,Open,,,Return,Medium,True,False
TICK00348,ORD02089,CUST0675,2024-10-20,Product,Product is not working properly,Medium,Escalated,7.0,,Product,Low,True,False
TICK00349,ORD00399,CUST0087,2024-12-23,Payment,Payment failed but amount was deducted,Medium,Closed,3.0,4.0,Payment,High,True,False
TICK00350,ORD02227,CUST0763,2024-12-14,App/Website,Product page is not loading properly,Medium,Closed,9.0,5.0,Product,Low,False,False
TICK00351,ORD00158,CUST0296,2024-08-21,Return,Return request is not getting approved,Low,Open,,,Return,Medium,True,False
TICK00352,ORD02147,CUST0661,2024-07-20,Return,Return request is not getting approved,Medium,Closed,9.0,2.0,Return,Medium,True,True
TICK00353,ORD02490,CUST0009,2024-06-29,Product,Received damaged product and box was opened,Low,Closed,2.0,5.0,Product,High,True,False
TICK00354,ORD00966,CUST0496,2024-12-04,Refund,Refund not received even after return pickup,Medium,Closed,8.0,3.0,Refund,High,True,False
TICK00355,ORD01432,CUST0207,2024-04-04,Payment,Payment failed but amount was deducted,High,Open,,,Payment,High,True,True
TICK00356,ORD02237,CUST0375,2024-01-17,Payment,Cash on Delivery option is not available,Medium,Closed,7.0,2.0,Delivery,Low,False,False
TICK00357,ORD01216,CUST0129,2024-11-29,Return,I am unable to schedule return pickup,High,Closed,9.0,1.0,Return,Medium,True,False
TICK00358,ORD00754,CUST0507,2024-09-09,Payment,Cash on Delivery option is not available,Low,Open,,,Delivery,Low,False,True
TICK00359,ORD01068,CUST0601,2024-12-12,Payment,Payment status is showing pending,High,Open,,,Payment,Low,True,False
TICK00360,ORD01115,CUST0002,2024-05-04,Return,Return request is not getting approved,Low,Closed,3.0,3.0,Return,Medium,True,False
TICK00361,ORD01667,CUST0663,2024-05-31,Payment,Payment failed but amount was deducted,Low,Closed,1.0,4.0,Payment,High,True,False
TICK00362,ORD01645,CUST0607,2024-03-27,App/Website,Unable to login to my account,Medium,Open,,,App/Website,Low,True,False
TICK00363,ORD01015,CUST0436,2025-01-05,Delivery,Delivery partner did not call before marking delivery failed,Medium,Closed,8.0,1.0,Delivery,Low,True,False
TICK00364,ORD02284,CUST0241,2024-02-18,Delivery,My order is delayed and I have not received any update,Medium,Closed,5.0,5.0,Delivery,Medium,True,True
TICK00365,ORD02232,CUST0602,2024-04-06,Payment,Cash on Delivery option is not available,High,Closed,5.0,3.0,Delivery,Low,False,False
TICK00366,ORD00143,CUST0640,2024-01-24,Payment,Payment status is showing pending,Low,Closed,5.0,5.0,Payment,Low,True,True
TICK00367,ORD01065,CUST0371,2024-11-02,Product,Product is not working properly,Low,Closed,9.0,4.0,Product,Low,True,True
TICK00368,ORD01463,CUST0011,2024-05-07,App/Website,App is crashing during checkout,Low,Open,,,Payment,Low,False,True
TICK00369,ORD00868,CUST0314,2024-08-22,Product,Product is not working properly,Medium,Closed,1.0,4.0,Product,Low,True,False
TICK00370,ORD00075,CUST0479,2024-02-05,App/Website,Product page is not loading properly,Low,Open,,,Product,Low,False,True
TICK00371,ORD01120,CUST0370,2024-02-24,App/Website,App is crashing during checkout,Low,Closed,9.0,4.0,Payment,Low,False,True
TICK00372,ORD01709,CUST0409,2024-09-03,App/Website,Unable to login to my account,Low,Open,,,App/Website,Low,True,True
TICK00373,ORD02031,CUST0498,2024-07-12,App/Website,Product page is not loading properly,Low,Open,,,Product,Low,False,True
TICK00374,ORD00679,CUST0761,2024-01-25,App/Website,Unable to login to my account,Medium,Closed,5.0,1.0,App/Website,Low,True,False
